iso2c,iso3c,country,year,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
SK,SVK,Slovak Republic,2004,14988.61336,5372280,10,5.9,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2005,16525.50041,5372807,10.1,5.6,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1994,7861.506564,5346331,12.4,10.5,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1992,6988.690782,5305016,14.1,11.5,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1991,,5303294,14.8,12,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2009,23172.34658,5386406,11.4,5.1,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2013,27414.21303,5413393,10.1,4.6,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2007,21439.30671,5374622,10.1,5.3,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2008,23844.9745,5379233,10.7,5.2,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2014,28326.52993,5418649,10.2,4.4,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2002,13136.80796,5376912,9.5,6.6,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1999,10568.6007,5396020,10.4,7.7,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1990,,5299187,15.1,12.5,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2003,13906.22148,5373374,9.6,6.2,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2012,26091.27983,5407579,10.3,4.7,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2011,25167.45381,5398384,11.3,4.9,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1995,8469.61761,5361999,11.5,9.9,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2001,12236.65053,5378867,9.5,6.9,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,2010,24515.69235,5391428,11.2,5,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1996,9204.420233,5373361,11.2,9.3,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1998,10507.44663,5390516,10.7,8.2,Europe & Central Asia,High income: OECD
SK,SVK,Slovak Republic,1997,9955.383698,5383291,11,8.8,Europe & Central Asia,High income: OECD
SL,SLE,Sierra Leone,1997,769.7320658,3843472,45.279,51.8,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1995,777.1542118,3837807,45.629,53,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1993,814.4195046,3893891,45.966,53.6,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1994,823.0218906,3858559,45.799,53.4,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2005,1042.29302,5071271,42.789,46.7,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1990,887.2460013,3931208,46.427,53.9,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1996,806.2189813,3833053,45.457,52.4,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2001,743.6569783,4220198,44.361,49.4,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2007,1183.026202,5391108,41.539,44.6,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2004,1007.772671,4870467,43.276,47.5,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2006,1096.502638,5243214,42.21,45.7,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2008,1241.265567,5521838,40.787,43.3,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1991,934.8468201,3945899,46.283,54,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1998,784.8270483,3878475,45.087,51.4,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2000,813.7488363,4060709,44.634,50.1,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2013,1941.223964,6178859,36.729,37,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2014,2019.003748,6315627,36.052,35.8,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1992,777.658425,3929182,46.128,53.8,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2003,965.8310146,4647701,43.69,48.2,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,1999,767.1555779,3948800,44.874,50.8,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2012,1620.89897,6043157,37.476,38.2,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2002,909.8781023,4422154,44.049,48.7,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2009,1279.789656,5647194,39.972,42,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2010,1334.506125,5775902,39.125,40.7,Sub-Saharan Africa,Low income
SL,SLE,Sierra Leone,2011,1414.860083,5908908,38.283,39.4,Sub-Saharan Africa,Low income
SM,SMR,San Marino,2009,,30431,10.66666667,0.9,Europe & Central Asia,High income
SM,SMR,San Marino,2008,,30160,11,0.9,Europe & Central Asia,High income
SM,SMR,San Marino,1995,,25875,,2.4,Europe & Central Asia,High income
SM,SMR,San Marino,1996,,26201,,2,Europe & Central Asia,High income
SM,SMR,San Marino,1993,,25141,,3.9,Europe & Central Asia,High income
SM,SMR,San Marino,2010,,30690,10.33333333,0.8,Europe & Central Asia,High income
SM,SMR,San Marino,1994,,25519,,3.1,Europe & Central Asia,High income
SM,SMR,San Marino,1992,,24755,,4.9,Europe & Central Asia,High income
SM,SMR,San Marino,2004,,28891,10.4,1,Europe & Central Asia,High income
SM,SMR,San Marino,1997,,26503,,1.7,Europe & Central Asia,High income
SM,SMR,San Marino,1998,,26795,,1.5,Europe & Central Asia,High income
SM,SMR,San Marino,2011,,30938,10,0.8,Europe & Central Asia,High income
SM,SMR,San Marino,1999,,27097,,1.4,Europe & Central Asia,High income
SM,SMR,San Marino,2005,,29242,9.5,1,Europe & Central Asia,High income
SM,SMR,San Marino,2007,,29874,9.4,1,Europe & Central Asia,High income
SM,SMR,San Marino,2006,,29568,10,1,Europe & Central Asia,High income
SM,SMR,San Marino,2003,,28520,,1.1,Europe & Central Asia,High income
SM,SMR,San Marino,2013,,31391,9.4,0.7,Europe & Central Asia,High income
SM,SMR,San Marino,2014,,31595,9.1,0.7,Europe & Central Asia,High income
SM,SMR,San Marino,1991,,24385,,5.8,Europe & Central Asia,High income
SM,SMR,San Marino,2002,,28142,,1.2,Europe & Central Asia,High income
SM,SMR,San Marino,2012,,31172,9.7,0.8,Europe & Central Asia,High income
SM,SMR,San Marino,2001,,27771,,1.2,Europe & Central Asia,High income
SM,SMR,San Marino,1990,,24045,,6.6,Europe & Central Asia,High income
SM,SMR,San Marino,2000,,27420,,1.3,Europe & Central Asia,High income
SN,SEN,Senegal,2012,2225.296028,13780108,38.848,23.2,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1990,1204.49723,7514201,43.519,40.2,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2011,2159.022888,13357003,39.031,24.3,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2010,2142.948291,12956791,39.103,25.5,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1993,1250.91442,8234147,42.123,40,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2009,2092.756129,12581624,39.101,26.8,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1996,1314.527237,8939438,40.944,40.4,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2004,1774.129398,10967016,39.319,34,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1994,1240.993958,8475136,41.695,40.1,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2014,2330.459641,14672557,38.085,21.5,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2003,1675.781942,10673320,39.464,35.4,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2007,2028.538474,11897230,39.071,29.6,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1992,1242.895595,7990736,42.574,39.9,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2002,1582.170105,10389457,39.614,36.7,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2006,1934.80735,11578430,39.107,31,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2000,1524.945574,9860578,39.942,38.9,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2013,2267.825681,14221041,38.533,22.2,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2008,2086.197658,12229703,39.076,28.1,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1995,1298.721055,8710746,41.299,40.3,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2001,1589.634168,10118078,39.771,37.9,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1991,1237.633735,7749559,43.042,40,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1999,1481.470445,9617641,40.136,39.6,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1997,1345.127227,9163184,40.633,40.3,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,2005,1882.345852,11268994,39.193,32.5,Sub-Saharan Africa,Lower middle income
SN,SEN,Senegal,1998,1405.610031,9386923,40.364,40.1,Sub-Saharan Africa,Lower middle income
SO,SOM,Somalia,2003,,8039104,47.401,45.4,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2006,,8686939,46.491,45.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2002,,7827203,47.791,45.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2001,,7610053,48.223,44.9,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1990,,6321615,48.453,45.1,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2004,,8251054,47.065,45.4,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2005,,8466938,46.771,45.3,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1997,,6672781,49.659,44.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1998,,6904231,49.426,44.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2010,,9581714,45.028,43,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1996,,6480888,49.77,44.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2014,,10517569,43.61,40.5,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2013,,10268157,43.891,41.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2009,,9356827,45.447,43.6,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2000,,7385416,48.668,44.5,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1994,,6278911,49.617,44.1,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1995,,6346440,49.754,44.2,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2008,,9132589,45.84,44.3,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1993,,6269244,49.392,44.1,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1999,,7148406,49.084,44.4,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2012,,10033630,44.225,41.9,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2007,,8909015,46.188,44.8,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1991,,6319531,48.793,44.6,Sub-Saharan Africa,Low income
SO,SOM,Somalia,1992,,6294017,49.111,44.5,Sub-Saharan Africa,Low income
SO,SOM,Somalia,2011,,9806670,44.611,42.4,Sub-Saharan Africa,Low income
SR,SUR,Suriname,2013,16276.30618,533450,18.455,12.2,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2004,10293.40751,489312,20.829,16.3,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2001,8092.123255,484210,21.793,18,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1991,7128.823548,416068,27.179,22.8,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2002,8533.324408,486271,21.442,17.3,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1992,7147.728936,423572,26.625,22.3,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2005,11049.55551,491999,20.554,15.9,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2003,9200.65497,487641,21.122,16.8,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2007,12533.85276,500953,20.033,14.9,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2012,15718.13299,528535,18.718,12.6,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1998,7593.307851,469108,23.122,19.6,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2006,11732.3214,495953,20.291,15.4,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1990,6840.543688,408276,27.679,23.3,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2000,7621.723237,480751,22.186,18.6,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2011,15119.74355,523439,18.986,13,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1993,6671.478443,430901,26.036,21.9,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2014,16698.36521,538248,18.197,11.8,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2010,14216.54879,518141,19.254,13.5,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2009,13502.62589,512522,19.517,13.9,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1997,7516.899441,461569,23.657,20.1,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1999,7537.450123,475637,22.63,19.1,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1994,6916.263092,438280,25.429,21.4,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1996,7111.424675,453653,24.226,20.5,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,2008,13159.39724,506657,19.776,14.4,Latin America & Caribbean,Upper middle income
SR,SUR,Suriname,1995,7017.052922,445830,24.82,21,Latin America & Caribbean,Upper middle income
SS,SSD,South Sudan,1995,,5452771,45.755,63.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1992,,5593347,46.871,65.4,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2002,,7233237,41.903,54.4,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1997,,5806951,44.82,61.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1993,,5484372,46.525,64.6,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1991,,5698998,47.191,66.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1994,,5425099,46.155,63.7,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2012,1819.434959,10980623,37.511,41.8,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2003,,7499695,41.36,53,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1996,,5584223,45.313,62.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2014,2026.252307,11911184,36.756,40.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2004,,7784488,40.86,51.6,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2013,2005.453627,11453810,37.126,41,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1990,,5762190,47.463,66.7,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2001,,6967817,42.484,56,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2008,3591.90892,9208598,39.155,46,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2010,3717.215638,10056475,38.324,43.7,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1998,,6092688,44.276,60.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,1999,,6398416,43.693,58.8,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2000,,6692999,43.088,57.5,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2011,3461.751039,10510122,37.911,42.7,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2009,3637.873769,9623176,38.741,44.8,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2005,,8099908,40.403,50.1,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2007,,8815495,39.567,47.3,Sub-Saharan Africa,Not classified
SS,SSD,South Sudan,2006,,8445659,39.978,48.6,Sub-Saharan Africa,Not classified
ST,STP,Sao Tome and Principe,2006,2284.270557,156584,37.142,21,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2004,1921.468706,149732,37.886,22.2,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2005,2076.636151,153146,37.516,21.6,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1997,,130110,39.341,25.9,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1990,,113575,39.577,28.4,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1991,,115900,39.493,28.2,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1992,,118346,39.436,28,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2002,1733.871991,143085,38.545,23.3,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2003,1842.559926,146357,38.234,22.7,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1999,,134602,39.178,25.1,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2001,1704.73003,140003,38.811,23.9,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1995,,125694,39.381,26.9,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1993,,120849,39.403,27.7,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2013,3067.010902,182386,34.537,17.8,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2008,2556.498155,163595,36.42,20,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2009,2621.650233,167196,36.079,19.5,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1996,,127946,39.37,26.3,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1998,,132284,39.281,25.5,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2014,3187.859942,186342,34.051,17.5,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2000,,137164,39.024,24.5,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2012,2959.889691,178484,34.98,18.2,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2011,2839.895903,174646,35.378,18.6,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,1994,,123318,39.387,27.3,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2007,2368.718194,160064,36.774,20.5,Sub-Saharan Africa,Lower middle income
ST,STP,Sao Tome and Principe,2010,2712.781694,170880,35.738,19,Sub-Saharan Africa,Lower middle income
SV,SLV,El Salvador,2004,5896.016066,5925089,21.028,11.8,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2002,5446.314438,5874301,22.45,12.9,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2003,5657.03907,5900929,21.705,12.3,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2007,7122.336318,5986414,19.406,10.6,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1997,4518.001239,5692300,26.572,16.7,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2001,5267.792374,5844738,23.249,13.6,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2014,8338.330344,6107706,17.314,8.6,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2000,5092.548588,5811836,24.083,14.4,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2005,6279.113261,5947206,20.422,11.3,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2013,8112.284347,6089644,17.476,8.9,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1999,4904.848181,5775660,24.93,15.3,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1990,2929.366635,5252082,30.904,22.5,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1991,3094.183069,5321576,30.379,21.8,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2010,7301.806597,6038306,18.223,9.8,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2006,6702.272962,5967556,19.887,10.9,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2012,7859.86073,6072233,17.676,9.2,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1995,4190.70883,5588743,28.037,18.4,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1998,4702.078706,5736075,25.767,15.9,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2011,7596.509131,6055208,17.924,9.5,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2009,7136.595021,6021368,18.574,10,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1996,4297.988394,5643363,27.333,17.5,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1994,3900.678942,5528012,28.681,19.3,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,2008,7332.798993,6004199,18.969,10.3,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1992,3358.901551,5392142,29.84,21,Latin America & Caribbean,Lower middle income
SV,SLV,El Salvador,1993,3645.130796,5461834,29.277,20.2,Latin America & Caribbean,Lower middle income
SX,SXM,Sint Maarten (Dutch part),1996,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1992,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1995,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2009,,39133,12.5,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2006,,38270,13.7,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2002,,32566,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1993,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1994,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1999,,31084,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2010,,35474,13.1,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1997,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1998,,31240,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1990,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2001,,31189,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),1991,,,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2007,,39462,11.7,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2008,,40458,13,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2005,,36934,12.8,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2014,,37685,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2003,,33790,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2004,,35316,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2013,,36607,14,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2011,36327.2319,33435,12.9,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2000,,30519,,,Latin America & Caribbean,High income
SX,SXM,Sint Maarten (Dutch part),2012,,34640,12,,Latin America & Caribbean,High income
SY,SYR,Syrian Arab Republic,1997,,15151962,31.955,13.6,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2006,,18728200,27.013,9.9,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2012,,19978756,24.225,7.8,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2013,,19322593,23.662,7.6,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2011,,20501167,24.753,8.1,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1996,,14736209,32.301,13.9,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1991,,12817578,34.85,16.1,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1998,,15568797,31.542,13.2,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2008,,20097057,26.127,9.1,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2014,,18772481,23.079,7.3,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1995,,14331962,32.627,14.3,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1992,,13186187,34.088,15.7,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1999,,15972430,31.046,12.8,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2007,,19425597,26.564,9.5,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2000,,16354050,30.47,12.4,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1990,,12451539,35.75,16.6,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2009,,20566871,25.692,8.7,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2010,,20720602,25.241,8.4,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2005,,18132842,27.491,10.3,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1994,,13941025,32.999,14.7,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2003,,17304339,28.587,11.2,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,1993,,13559642,33.473,15.1,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2004,,17671913,28.016,10.7,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2001,,16694414,29.839,12,Middle East & North Africa,Lower middle income
SY,SYR,Syrian Arab Republic,2002,,16997521,29.199,11.6,Middle East & North Africa,Lower middle income
SZ,SWZ,Swaziland,1993,4455.621043,926224,39.28,22.4,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,1992,4305.933997,907947,40.653,22.3,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2010,7487.509503,1193148,30.938,16.6,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,1996,4960.399096,984506,35.601,22.5,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2006,6860.098418,1118204,31.426,17.4,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,1997,5086.857743,1006760,34.621,22.4,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,1990,4082.031068,862728,43.31,22.1,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2014,8322.385105,1269112,29.747,14.6,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2011,7620.196604,1212458,30.695,16.3,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2012,7870.644742,1231694,30.41,15.7,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2013,8110.087554,1250641,30.093,15.1,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2003,5921.657895,1087949,31.677,19,Sub-Saharan Africa,Lower middle income
SZ,SWZ,Swaziland,2005,6521.94179,1104642,31.489,17.8,Sub-Saharan Africa,Lower middle income
